RowNumber,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Converted_y_N
4496,15657317,Allan,5,Networks,Female,32,Surat,None,1,0,1,0
4497,15626948,Butcher,5,Networks,Female,42,New Delhi,None,1,0,1,0
4498,15758901,Henderson,5,Organic,Female,47,Hyderabad,None,1,0,1,1
4499,15777759,Boucaut,3,Networks,Male,30,Bangalore,Silver,1,1,1,0
4500,15773322,Obiajulu,3,Direct,Female,44,Delhi,Base,1,0,0,0
4501,15697318,Ifeatu,5,Direct,Male,32,Ahmedabad,None,1,0,0,0
4502,15678916,Kelly,3,Networks,Female,75,Bangalore,None,1,0,1,0
4503,15632118,Pirozzi,4,Organic,Male,45,Chennai,Platinum,1,0,1,1
4504,15788118,Siciliano,4,Networks,Male,33,Surat,Silver,2,0,1,0
4505,15788930,Silva,5,Organic,Male,37,Surat,Silver,1,0,1,0
4506,15628583,Iweobiegbunam,5,Networks,Female,30,Chennai,None,2,1,0,0
4507,15635177,Williamson,3,Organic,Female,66,Chandigarh,None,1,1,1,0
4508,15587690,Madueke,3,Networks,Male,28,Bangalore,Base,1,0,1,0
4509,15627630,Chiagoziem,3,Networks,Female,41,Hyderabad,None,2,0,1,0
4510,15610930,Kwemto,3,Direct,Female,35,Hyderabad,Silver,1,0,1,0
4511,15657747,Zito,4,Direct,Female,43,Ahmedabad,Silver,2,1,0,0
4512,15568006,Ukaegbunam,4,Networks,Female,45,Bangalore,None,4,0,1,1
4513,15751748,Trevisani,4,Networks,Male,51,Bangalore,Gold,1,0,0,1
4514,15722212,Edmondstone,4,Networks,Female,41,Mumbai,None,2,0,0,0
4515,15658670,Chien,4,Networks,Female,38,Mumbai,None,2,0,1,0
4516,15761654,Boni,5,Organic,Male,30,Mumbai,Silver,1,1,1,0
4517,15812210,Yashina,2,Direct,Female,32,Mumbai,Base,4,1,1,1
4518,15787051,Georg,5,Organic,Female,39,Surat,Base,1,0,1,0
4519,15642991,Tung,6,Organic,Female,29,Surat,None,2,0,1,0
4520,15713769,Michelides,4,Organic,Male,38,Surat,None,1,1,1,0
4521,15605826,Korovina,4,Direct,Male,46,Cochin,Base,3,0,1,1
4522,15648898,Chuang,3,Organic,Female,27,Surat,Base,1,1,1,0
4523,15705309,Yuriev,4,Organic,Male,39,Chennai,None,2,0,0,0
4524,15734202,Chidimma,4,Direct,Female,52,Delhi,None,1,0,1,0
4525,15658852,Stevens,4,Networks,Male,38,Mumbai,None,2,1,1,0
4526,15612633,Kao,3,Organic,Male,43,Ahmedabad,None,1,1,0,0
4527,15604818,Edmund la Touche,5,Networks,Male,34,Ahmedabad,Gold,1,0,1,0
4528,15593900,Belousov,5,Networks,Male,38,Hyderabad,Platinum,1,1,0,0
4529,15624995,McCane,5,Organic,Female,31,New Delhi,Gold,1,1,1,0
4530,15570087,Parry-Okeden,4,Networks,Female,44,Mumbai,Silver,1,1,1,1
4531,15802617,Hudson,4,Direct,Male,43,Surat,Base,2,0,1,0
4532,15656029,Marsden,4,Networks,Male,37,New Delhi,None,2,1,0,0
4533,15739194,Manfrin,3,Organic,Male,38,Kolkata,Platinum,2,0,1,0
4534,15607275,Ch'ang,6,Organic,Male,39,New Delhi,Platinum,2,1,0,1
4535,15629475,Clark,4,Networks,Male,41,Bangalore,None,2,0,1,0
4536,15635034,Aldrich,5,Direct,Male,37,Ahmedabad,None,1,1,1,1
4537,15756333,Khan,4,Networks,Female,55,Surat,None,2,1,1,0
4538,15777436,Murray,5,Organic,Female,31,Chennai,None,2,0,1,0
4539,15676835,Anayolisa,5,Organic,Male,33,Hyderabad,None,2,0,1,0
4540,15574206,Shillito,5,Networks,Female,37,Surat,None,2,1,1,0
4541,15613017,McMillan,3,Direct,Male,32,Hyderabad,Gold,1,0,1,0
4542,15815131,Howells,4,Organic,Female,36,Surat,Base,1,1,1,0
4543,15585455,Stewart,4,Networks,Male,28,Ahmedabad,None,2,0,0,0
4544,15692929,Ikechukwu,5,Direct,Female,42,Cochin,Base,2,1,0,1
4545,15758081,Repina,4,Organic,Male,39,Mumbai,Silver,1,1,1,0
4546,15667476,Cox,2,Direct,Female,36,Chandigarh,Base,1,0,0,0
4547,15738248,Lo,4,Networks,Female,37,Chennai,None,2,0,1,0
4548,15672152,Grant,6,Direct,Male,37,Ahmedabad,Base,1,1,0,1
4549,15673372,Stevenson,4,Networks,Female,58,Hyderabad,None,1,1,1,1
4550,15587611,Kauffmann,3,Networks,Male,59,Ahmedabad,None,2,0,0,1
4551,15803415,Samsonova,3,Networks,Female,39,Chandigarh,Platinum,2,0,1,0
4552,15715673,Niu,4,Organic,Female,46,Delhi,None,1,0,1,1
4553,15655648,Bock,4,Networks,Female,25,Bangalore,None,2,0,1,0
4554,15763613,Barlow,3,Networks,Male,30,Hyderabad,None,2,0,1,0
4555,15660385,Stevenson,3,Networks,Male,39,Surat,None,2,0,1,0
4556,15733261,Kung,4,Organic,Female,35,New Delhi,None,1,0,1,1
4557,15796231,Nwankwo,4,Networks,Female,18,Hyderabad,None,1,1,1,0
4558,15624866,Brewer,4,Direct,Male,37,Chandigarh,Platinum,2,0,0,0
4559,15623730,Ch'iu,5,Networks,Male,34,Hyderabad,None,1,1,0,0
4560,15668248,Quinn,3,Direct,Female,62,Surat,Silver,1,0,0,1
4561,15694518,Kodilinyechukwu,4,Organic,Female,36,Kolkata,None,2,0,1,0
4562,15638028,Ifeanyichukwu,3,Direct,Male,31,Delhi,Silver,2,1,0,0
4563,15795895,Yermakova,4,Direct,Male,36,Hyderabad,Base,2,0,1,0
4564,15694376,Sullivan,5,Direct,Female,64,Chandigarh,Gold,3,0,0,1
4565,15669204,Grant,4,Direct,Male,23,Delhi,None,2,0,1,0
4566,15773779,Jacka,3,Organic,Female,46,Bangalore,None,1,1,1,0
4567,15580682,Tsai,4,Networks,Female,40,Delhi,None,2,1,1,0
4568,15768530,Emery,3,Organic,Female,27,Delhi,None,2,1,1,0
4569,15672875,Piccio,3,Direct,Male,32,Mumbai,None,1,1,1,0
4570,15617082,Sanders,3,Networks,Male,33,Surat,Base,1,1,1,0
4571,15760514,Sharp,5,Direct,Female,43,Ahmedabad,Base,2,1,1,0
4572,15761775,Myers,3,Direct,Male,20,Mumbai,Platinum,2,1,1,0
4573,15799964,Campbell,4,Direct,Female,30,Surat,Silver,1,0,1,0
4574,15693906,Abbott,4,Networks,Female,24,Chandigarh,None,1,1,1,0
4575,15739514,Preston,4,Networks,Female,32,Ahmedabad,None,2,1,1,0
4576,15756926,Atherton,6,Direct,Male,29,Hyderabad,None,2,1,0,0
4577,15770984,Fanucci,4,Organic,Female,40,Surat,Silver,2,1,0,0
4578,15703979,Evans,3,Direct,Male,39,Chandigarh,Base,1,0,1,0
4579,15801821,Cookson,4,Networks,Male,38,Hyderabad,None,2,0,0,0
4580,15711028,Nnachetam,3,Networks,Male,52,Hyderabad,None,3,1,1,1
4581,15791842,Johnstone,2,Networks,Female,32,New Delhi,None,1,1,1,0
4582,15746127,Hort,3,Networks,Female,47,Bangalore,None,2,0,1,0
4583,15663625,Johnson,3,Networks,Male,37,Delhi,None,2,0,0,0
4584,15604891,Zaytseva,4,Organic,Female,38,Mumbai,None,2,0,1,0
4585,15589666,Sorokina,3,Networks,Female,39,Ahmedabad,Silver,1,1,1,0
4586,15627881,Diehl,4,Networks,Male,30,Mumbai,None,2,1,1,0
4587,15664895,Onuchukwu,4,Networks,Female,25,Kolkata,None,2,1,1,0
4588,15676094,Osonduagwuike,2,Networks,Female,34,New Delhi,None,1,1,1,0
4589,15761720,Mead,2,Networks,Male,41,New Delhi,Gold,1,0,1,0
4590,15611961,Stewart,4,Networks,Male,35,Surat,None,2,0,1,0
4591,15680167,Thomson,4,Networks,Female,78,New Delhi,None,1,1,1,0
4592,15762543,Goliwe,5,Networks,Female,32,Hyderabad,None,2,0,1,0
4593,15658475,Lori,6,Networks,Male,36,Mumbai,Silver,1,0,1,1
4594,15779743,Onwuamaeze,4,Networks,Female,44,Surat,None,2,0,1,0
4595,15661532,Butusov,4,Networks,Female,31,Hyderabad,Platinum,2,0,0,0
4596,15782360,Rogers,5,Direct,Male,65,Bangalore,Silver,1,1,1,1
4597,15767908,Nicholson,3,Networks,Male,38,New Delhi,Silver,2,0,0,0
4598,15677105,Rossi,5,Direct,Female,46,Delhi,None,1,0,1,1
4599,15641474,Hall,4,Networks,Male,46,Ahmedabad,Silver,1,0,1,0
4600,15624451,Huddart,4,Networks,Female,38,Chandigarh,None,2,0,1,0
4601,15577985,Chinomso,3,Networks,Female,34,Chennai,Base,2,1,1,0
4602,15571666,Shaw,4,Direct,Male,30,Mumbai,Silver,1,0,0,0
4603,15783691,Hargreaves,5,Organic,Female,35,Hyderabad,Base,1,0,1,0
4604,15671172,Swain,4,Networks,Male,23,Hyderabad,None,2,1,0,0
4605,15731760,Butcher,4,Networks,Male,25,Chennai,None,1,1,0,0
4606,15585599,Stone,3,Networks,Female,34,Mumbai,None,2,1,0,0
4607,15784958,Allan,5,Networks,Female,55,Cochin,None,4,1,1,1
4608,15734524,Wang,4,Networks,Male,51,Chandigarh,None,1,0,1,1
4609,15614103,Colombo,6,Direct,Male,42,Mumbai,Base,1,1,0,1
4610,15794895,McKay,3,Organic,Male,34,Hyderabad,None,2,1,0,0
4611,15772381,Brient,3,Direct,Male,38,Mumbai,None,1,0,1,0
4612,15710553,Yin,3,Direct,Male,48,Chandigarh,Silver,2,1,0,0
4613,15649292,Bellucci,5,Networks,Female,49,Surat,None,1,0,0,1
4614,15792565,Duncan,5,Networks,Female,46,Surat,None,2,1,1,0
4615,15718245,Pirozzi,5,Networks,Male,34,Hyderabad,None,2,1,1,0
4616,15703117,Findlay,3,Networks,Female,44,Hyderabad,None,2,1,0,0
4617,15758136,King,5,Networks,Male,37,Chandigarh,Silver,1,1,0,0
4618,15799932,Iweobiegbunam,6,Networks,Male,24,Cochin,None,2,1,1,0
4619,15633516,Tucker,3,Networks,Male,42,Hyderabad,None,1,1,0,0
4620,15622532,Izmailova,5,Networks,Female,47,Kolkata,Silver,2,1,0,1
4621,15798960,Meng,4,Networks,Male,33,Bangalore,Base,1,1,0,0
4622,15698664,Liang,3,Organic,Male,43,Bangalore,Base,2,0,0,0
4623,15703614,Hutchinson,3,Organic,Male,48,Chennai,Silver,1,0,1,0
4624,15699195,Shen,5,Networks,Female,24,Chandigarh,Base,1,1,1,0
4625,15710543,Okwuoma,4,Networks,Male,46,Hyderabad,Silver,1,1,1,1
4626,15695499,Chinwemma,3,Networks,Female,45,Cochin,None,2,1,0,0
4627,15622321,Golubova,3,Networks,Female,32,Chandigarh,None,1,1,1,0
4628,15715744,Schiavone,4,Networks,Male,39,Surat,None,1,1,0,0
4629,15788151,Moore,4,Organic,Male,32,Hyderabad,Silver,2,1,1,0
4630,15687153,Graham,6,Direct,Male,49,Mumbai,None,1,0,1,1
4631,15684958,Amadi,2,Direct,Male,38,Bangalore,Silver,2,1,1,0
4632,15706116,McKay,4,Direct,Female,30,Mumbai,Gold,1,0,1,0
4633,15740557,Fedorova,5,Networks,Female,43,Chennai,None,2,0,1,0
4634,15707291,Percy,2,Direct,Male,48,Mumbai,Silver,2,1,1,0
4635,15583353,Floyd,4,Organic,Female,45,Chandigarh,None,1,0,1,1
4636,15761024,Long,4,Networks,Female,33,Bangalore,Platinum,2,1,1,0
4637,15630709,Castiglione,4,Direct,Female,31,Bangalore,None,2,0,0,0
4638,15639590,Melendez,5,Networks,Female,30,Chandigarh,Silver,1,0,1,0
4639,15659399,Mazzi,3,Direct,Male,50,Surat,Silver,2,0,1,0
4640,15567078,Kovaleva,5,Networks,Female,27,Mumbai,None,1,1,1,0
4641,15696373,Gill,4,Networks,Female,44,Ahmedabad,None,2,0,0,1
4642,15786617,Arcuri,2,Direct,Male,34,Chandigarh,Silver,1,0,1,0
4643,15657449,Chukwuma,2,Direct,Male,25,Chandigarh,Silver,1,0,1,0
4644,15672594,Stevenson,3,Networks,Female,60,Kolkata,Silver,1,0,0,1
4645,15714240,Ponomarev,5,Organic,Male,74,Chennai,None,2,0,0,0
4646,15782144,Gilroy,3,Networks,Female,34,Chandigarh,None,2,1,1,0
4647,15665008,Sidorov,6,Direct,Female,26,Mumbai,None,2,1,1,0
4648,15581733,Bates,5,Networks,Female,28,Delhi,None,2,0,1,0
4649,15751392,Fanucci,4,Organic,Female,57,Delhi,None,2,0,1,1
4650,15785815,Toscano,4,Direct,Male,31,Hyderabad,Silver,2,1,1,0
4651,15664214,Hearn,4,Networks,Male,33,Bangalore,Silver,2,0,1,0
4652,15579996,Iroawuchi,3,Direct,Female,25,Surat,Silver,1,0,0,0
4653,15675252,Martin,5,Organic,Female,39,Chandigarh,None,2,1,1,0
4654,15579617,Sinclair,2,Networks,Female,51,Chandigarh,None,2,1,0,1
4655,15593976,Swanson,3,Direct,Female,31,Chennai,None,4,0,0,1
4656,15716041,Chinomso,4,Organic,Male,39,Ahmedabad,None,2,1,0,0
4657,15654489,Fomin,6,Networks,Female,38,Mumbai,Silver,1,1,1,0
4658,15736302,McKay,4,Networks,Male,48,Delhi,None,2,1,1,0
4659,15805909,Bergamaschi,4,Organic,Male,28,Mumbai,Platinum,1,0,0,0
4660,15572762,Matveyeva,2,Direct,Female,50,Bangalore,None,2,0,1,0
4661,15724632,Madukaego,3,Networks,Female,41,Kolkata,None,2,1,0,0
4662,15670416,Ferri,5,Networks,Female,43,Kolkata,None,1,1,0,0
4663,15749528,Achebe,4,Organic,Male,58,New Delhi,None,2,1,0,0
4664,15578783,Mai,4,Direct,Male,35,Kolkata,None,1,1,1,0
4665,15580719,Davis,4,Networks,Female,23,Cochin,None,2,1,1,0
4666,15656293,Davey,5,Networks,Male,35,Chandigarh,None,2,0,1,0
4667,15691875,Tsou,6,Direct,Female,39,Chennai,Base,1,0,1,0
4668,15596870,Marino,5,Direct,Male,54,Chandigarh,Silver,1,0,1,1
4669,15780770,Kerr,2,Networks,Male,31,Surat,Silver,1,1,1,0
4670,15751491,Hsiao,2,Direct,Male,50,Chandigarh,Base,1,0,1,1
4671,15706200,Graham,4,Direct,Male,41,Bangalore,Silver,2,0,1,0
4672,15808674,Ejikemeifeuwa,4,Direct,Female,45,New Delhi,Silver,3,1,1,1
4673,15641411,Volkova,5,Networks,Female,23,Hyderabad,Base,1,1,1,0
4674,15764661,Wang,4,Networks,Male,33,Bangalore,None,1,0,1,0
4675,15689492,Benjamin,6,Direct,Male,41,Hyderabad,Platinum,2,1,0,0
4676,15602405,Ryrie,5,Direct,Female,38,Ahmedabad,None,1,0,1,0
4677,15610271,Andreev,4,Organic,Female,42,Chandigarh,None,1,0,1,0
4678,15791780,Ts'ao,5,Direct,Female,48,Cochin,None,3,1,0,1
4679,15589147,Frolov,3,Organic,Male,61,Mumbai,Base,1,1,1,0
4680,15756975,Montemayor,5,Organic,Female,35,Chandigarh,None,2,1,1,0
4681,15729582,Fu,4,Direct,Male,48,Chandigarh,None,1,0,0,0
4682,15742971,Whitehead,5,Networks,Female,44,Bangalore,Platinum,2,0,1,0
4683,15568046,Izuchukwu,6,Networks,Male,24,Surat,Base,1,0,1,0
4684,15694890,Lai,3,Networks,Male,38,Hyderabad,Base,1,0,1,0
4685,15736963,Herring,4,Networks,Male,43,Hyderabad,None,2,1,1,0
4686,15646490,Duffy,3,Organic,Male,42,Hyderabad,Platinum,1,1,0,0
4687,15607314,Chiefo,3,Organic,Male,53,Bangalore,Silver,1,0,1,1
4688,15576745,Fyodorov,5,Networks,Male,48,Bangalore,None,2,1,0,0
4689,15669606,Chu,4,Networks,Male,33,Chennai,None,2,0,1,0
4690,15737832,Robertson,5,Organic,Male,45,Kolkata,Silver,1,0,0,1
4691,15681990,Palmerston,2,Direct,Male,24,New Delhi,Base,2,0,1,0
4692,15758050,Madukwe,4,Organic,Male,37,Delhi,None,2,0,1,0
4693,15787848,Chinedum,4,Organic,Male,30,Ahmedabad,Base,2,0,0,0
4694,15713594,French,3,Networks,Female,32,Surat,Gold,1,0,1,0
4695,15588186,Polyakov,3,Organic,Male,45,Surat,Base,1,0,1,0
4696,15786739,Clements,4,Networks,Male,37,Hyderabad,Base,1,1,1,0
4697,15699467,Connor,4,Organic,Female,41,Kolkata,None,1,0,0,0
4698,15680706,Balashov,3,Direct,Male,48,Delhi,Silver,1,0,1,1
4699,15645717,Avdeeva,5,Networks,Male,62,Bangalore,None,2,1,1,0
4700,15748597,Chester,6,Organic,Male,56,Chennai,None,1,1,0,1
4701,15773709,Hung,6,Organic,Male,35,Kolkata,None,2,1,0,0
4702,15629787,Tu,4,Networks,Male,27,Cochin,Base,2,0,0,0
4703,15661007,Thompson,4,Networks,Male,33,Kolkata,None,1,0,0,0
4704,15686812,Jones,4,Organic,Female,44,Mumbai,None,1,1,0,0
4705,15754113,Li,3,Networks,Female,35,Kolkata,None,2,1,1,0
4706,15749489,Denisova,3,Direct,Female,22,Cochin,Base,1,0,0,0
4707,15574352,Clogstoun,6,Networks,Male,43,Delhi,Platinum,1,1,1,0
4708,15701281,Tan,3,Networks,Male,27,Mumbai,None,2,1,1,0
4709,15811985,Power,3,Organic,Male,44,New Delhi,None,2,0,0,0
4710,15713505,Harriman,3,Networks,Male,31,Hyderabad,None,2,1,0,0
4711,15685653,Benson,3,Direct,Female,40,Chandigarh,Platinum,2,0,1,0
4712,15758831,Thornton,5,Networks,Male,39,Chandigarh,None,1,0,0,0
4713,15618774,White,2,Networks,Male,54,Chandigarh,None,1,0,1,1
4714,15764448,Mackenzie,6,Direct,Male,35,Kolkata,Silver,1,0,1,0
4715,15611024,Kalinina,3,Networks,Female,23,Ahmedabad,None,1,1,0,0
4716,15738220,Bennet,5,Organic,Male,38,Hyderabad,None,2,0,1,0
4717,15805764,Hallahan,4,Networks,Male,18,Cochin,None,2,1,0,0
4718,15580487,Martin,4,Direct,Male,38,Mumbai,Base,2,1,0,0
4719,15675787,Rivera,3,Networks,Male,26,Mumbai,Base,1,0,1,0
4720,15583580,Chiawuotu,3,Direct,Female,35,Hyderabad,Base,1,0,1,1
4721,15780654,Sergeyev,4,Direct,Female,33,Chandigarh,None,2,1,0,0
4722,15695034,Christie,5,Networks,Female,44,Delhi,Base,1,0,1,0
4723,15805671,Louis,4,Networks,Male,32,Kolkata,None,1,1,0,0
4724,15790658,Iqbal,4,Organic,Male,42,Mumbai,None,1,1,1,0
4725,15578648,Marino,3,Direct,Male,49,New Delhi,None,1,0,1,0
4726,15734987,Robertson,4,Networks,Female,43,Surat,Silver,2,0,1,0
4727,15721740,Pai,4,Direct,Male,50,Surat,None,1,1,1,0
4728,15641822,Barese,4,Networks,Female,19,Hyderabad,None,2,1,0,0
4729,15765650,Chigolum,3,Direct,Male,40,Chennai,Base,1,0,0,0
4730,15788556,Trouette,4,Networks,Female,42,Delhi,Gold,1,1,1,1
4731,15576550,Ugochukwu,4,Organic,Female,38,Hyderabad,None,1,0,1,1
4732,15622230,Cribb,5,Networks,Female,35,Chandigarh,None,2,1,0,0
4733,15653937,McIntyre,4,Direct,Female,53,Hyderabad,Base,1,0,1,1
4734,15743538,Pickering,5,Networks,Female,31,Hyderabad,None,2,0,1,0
4735,15591740,Fletcher,3,Networks,Female,54,Delhi,None,2,1,1,1
4736,15650086,Uchenna,5,Networks,Male,43,Bangalore,Platinum,2,0,1,0
4737,15718773,Pisano,4,Networks,Female,32,Kolkata,None,2,0,1,0
4738,15615140,Corson,5,Networks,Male,36,New Delhi,Base,1,1,1,0
4739,15644361,Hooper,5,Networks,Female,40,Hyderabad,None,1,0,0,1
4740,15774536,He,4,Networks,Female,32,New Delhi,None,2,0,0,0
4741,15618661,Chidubem,3,Networks,Male,30,New Delhi,None,1,1,1,0
4742,15605020,Schofield,4,Networks,Male,45,Bangalore,Platinum,2,0,1,1
4743,15762134,Liang,3,Direct,Male,59,Mumbai,Base,2,1,1,0
4744,15685279,Somadina,3,Organic,Female,57,Mumbai,Base,1,1,1,0
4745,15582849,McIntosh,5,Networks,Female,51,Hyderabad,None,1,1,1,1
4746,15655410,Hinton,5,Direct,Male,49,Hyderabad,Silver,1,0,1,1
4747,15649129,Sal,5,Networks,Male,32,Ahmedabad,None,2,0,1,0
4748,15702380,De Luca,4,Organic,Male,64,New Delhi,None,2,1,0,0
4749,15759067,Bromby,3,Direct,Female,37,Surat,Gold,4,1,1,1
4750,15683027,Chang,3,Direct,Male,29,Delhi,Base,2,1,1,0
4751,15597487,Hunter,6,Networks,Female,35,Chennai,None,1,1,1,0
4752,15763256,Sheppard,4,Direct,Female,64,Mumbai,Silver,2,0,1,1
4753,15620111,Fan,4,Networks,Male,54,Mumbai,Silver,1,0,1,0
4754,15623053,Muir,2,Organic,Male,40,Bangalore,Base,1,0,1,0
4755,15595592,Lai,5,Networks,Female,59,Bangalore,None,1,0,1,1
4756,15740072,Padovesi,5,Networks,Female,37,Bangalore,Base,2,1,1,0
4757,15778005,Kemp,5,Networks,Female,39,Hyderabad,Silver,1,0,1,1
4758,15583278,Greece,5,Organic,Female,36,Mumbai,None,1,1,1,0
4759,15601263,Young,2,Organic,Female,48,Surat,None,2,0,1,0
4760,15709222,Chukwueloka,3,Organic,Male,34,Chandigarh,None,1,1,0,0
4761,15713949,Woods,6,Networks,Male,40,Hyderabad,None,1,0,1,0
4762,15717706,Forbes,5,Networks,Female,32,Chandigarh,None,2,1,1,0
4763,15756071,Kang,5,Networks,Male,34,Hyderabad,None,1,1,1,0
4764,15696564,Nweke,5,Networks,Male,38,Kolkata,Silver,2,1,1,0
4765,15657637,Ts'ui,4,Organic,Female,36,Chandigarh,None,3,0,1,0
4766,15755863,Milano,4,Organic,Female,49,Hyderabad,None,2,1,0,0
4767,15719858,Chao,4,Organic,Female,38,Ahmedabad,None,2,1,1,0
4768,15688876,Wan,4,Organic,Male,39,Ahmedabad,None,2,1,1,0
4769,15698528,Napolitani,3,Organic,Female,31,Chandigarh,None,1,1,1,1
4770,15770345,Kovaleva,3,Organic,Female,31,Hyderabad,Silver,1,1,0,0
4771,15761506,Russell,4,Organic,Male,19,Chennai,None,2,0,1,0
4772,15716619,Chiebuka,3,Direct,Female,36,Chandigarh,None,1,1,1,0
4773,15788367,Ellis,2,Organic,Male,44,New Delhi,None,1,1,1,0
4774,15709451,Gordon,4,Direct,Female,35,Hyderabad,Base,2,1,1,0
4775,15640421,Conway,6,Networks,Female,35,Surat,None,1,1,1,0
4776,15580068,Buccho,3,Organic,Male,35,Chennai,None,2,1,1,0
4777,15677123,Aksyonova,5,Organic,Male,37,Surat,None,2,1,1,0
4778,15619801,Batty,3,Networks,Female,33,Hyderabad,None,2,1,0,0
4779,15582246,Rowe,5,Organic,Female,45,Bangalore,None,2,1,0,0
4780,15711843,Pisani,4,Direct,Male,40,Hyderabad,Gold,3,0,0,1
4781,15680046,Onochie,5,Organic,Male,36,Mumbai,None,2,0,1,0
4782,15804131,Farmer,6,Organic,Female,53,Surat,None,2,0,0,1
4783,15722611,Cameron,5,Networks,Female,53,Mumbai,Base,1,1,1,0
4784,15729224,Jennings,5,Networks,Female,37,Chennai,None,2,0,1,0
4785,15811588,Eluemuno,4,Organic,Female,53,Surat,Platinum,1,0,1,1
4786,15702138,Swift,3,Networks,Female,22,Chandigarh,Gold,1,0,0,0
4787,15749799,Pisani,3,Networks,Female,34,Bangalore,None,2,1,1,0
4788,15752885,Nnonso,3,Networks,Male,42,Hyderabad,Gold,1,1,1,0
4789,15674932,Cameron,5,Organic,Female,44,Ahmedabad,None,2,0,1,0
4790,15743828,Stevens,4,Networks,Male,41,Bangalore,None,1,1,1,1
4791,15642022,Zito,4,Organic,Male,34,Mumbai,None,1,0,0,0
4792,15746461,Taylor,5,Organic,Male,35,Bangalore,None,2,0,1,0
4793,15809991,Ferrari,5,Organic,Male,19,Delhi,Silver,1,1,1,0
4794,15787322,Yeh,5,Networks,Female,41,New Delhi,None,1,1,1,0
4795,15575498,Gould,5,Networks,Female,39,Chennai,Gold,2,0,1,0
4796,15691387,Agafonova,2,Networks,Male,29,Ahmedabad,None,1,1,1,0
4797,15765457,Fowler,5,Organic,Male,35,Hyderabad,None,1,1,1,0
4798,15666173,Chidumaga,5,Direct,Female,32,Hyderabad,None,1,1,1,0
4799,15627377,Sabbatini,3,Networks,Male,41,New Delhi,None,2,1,1,0
4800,15656683,Johnson,3,Networks,Male,52,Hyderabad,None,1,0,0,1
4801,15679810,Chapman,4,Networks,Male,39,New Delhi,None,2,0,1,0
4802,15606310,Birk,6,Networks,Male,71,Chennai,Gold,1,1,0,0
4803,15756871,Capon,3,Organic,Male,39,Chandigarh,None,1,0,1,0
4804,15610002,Chidubem,6,Organic,Male,41,Chennai,None,2,1,1,0
4805,15567802,Childs,2,Organic,Female,34,Bangalore,None,2,0,1,0
4806,15745452,Sun,4,Direct,Male,41,Hyderabad,None,1,0,1,0
4807,15617252,Lung,4,Networks,Female,33,Hyderabad,None,1,0,1,0
4808,15753248,Tao,4,Networks,Male,28,Bangalore,None,2,0,0,0
4809,15610755,Napolitano,4,Networks,Female,33,Kolkata,Silver,1,1,1,0
4810,15662238,Davis,6,Networks,Male,37,Chandigarh,None,1,0,1,0
4811,15799186,Sagese,4,Networks,Male,38,Delhi,None,2,0,0,0
4812,15686941,Hutchinson,3,Organic,Female,26,Surat,None,2,0,1,0
4813,15601172,Nelson,4,Networks,Male,31,New Delhi,None,1,0,1,0
4814,15723858,Schiavone,3,Organic,Male,39,Chandigarh,None,2,1,0,0
4815,15615896,Chienezie,4,Organic,Male,39,Mumbai,None,2,0,1,0
4816,15737647,Obioma,5,Direct,Female,77,New Delhi,Silver,1,0,1,0
4817,15582841,Butusov,3,Networks,Male,29,Mumbai,None,2,1,0,0
4818,15760090,Pisano,4,Networks,Male,28,Surat,None,2,1,1,0
4819,15588587,Stetson,5,Networks,Female,36,Hyderabad,None,1,1,1,0
4820,15683157,Waring,4,Networks,Male,26,Delhi,None,1,1,0,0
4821,15694209,Fanucci,2,Networks,Female,32,Chandigarh,None,2,1,1,0
4822,15655875,Thao,3,Networks,Female,33,Chandigarh,None,2,0,1,0
4823,15805704,Murphy,5,Networks,Female,32,Bangalore,None,4,1,0,1
4824,15744789,McConnell,5,Organic,Female,32,New Delhi,Base,1,0,1,0
4825,15799357,Armfield,5,Networks,Male,35,Chennai,Silver,1,0,0,0
4826,15726153,Fanucci,4,Networks,Male,31,Chennai,None,1,1,1,0
4827,15713346,Panina,5,Networks,Male,24,Cochin,Silver,1,1,1,0
4828,15665053,Nixon,4,Organic,Male,52,Delhi,Base,1,1,0,1
4829,15592379,Walker,5,Organic,Female,42,Ahmedabad,Base,2,0,1,0
4830,15692599,Chiemela,4,Networks,Male,34,Chennai,Silver,1,0,1,0
4831,15620758,Martel,4,Organic,Male,30,Delhi,None,2,0,1,0
4832,15637428,Briggs,4,Networks,Male,35,Surat,None,2,0,1,0
4833,15808389,Iheatu,4,Networks,Female,79,Surat,None,1,1,1,0
4834,15807003,Jennings,5,Networks,Male,32,Cochin,Platinum,1,0,1,0
4835,15702912,Ch'en,5,Organic,Female,35,Bangalore,None,1,0,1,1
4836,15590623,Kovalyov,3,Organic,Male,34,Delhi,None,2,1,1,0
4837,15728078,Yeh,4,Networks,Male,26,Cochin,Silver,1,1,0,0
4838,15708256,Chien,6,Networks,Male,28,Chandigarh,None,2,0,1,0
4839,15582335,Brown,3,Networks,Female,40,Ahmedabad,Silver,1,0,0,0
4840,15649150,Buddicom,3,Networks,Female,53,Chennai,Silver,1,0,1,1
4841,15691647,McGregor,2,Networks,Female,35,Bangalore,None,2,1,1,0
4842,15668270,Thompson,3,Direct,Female,44,Chennai,Base,2,1,1,1
